,,,,,
22763,4380,0.00438,91052,0,5
,,,,,
83097,18077,0.018077,332388,0,5
,,,,,
81052,17091,0.017091,324208,0,5
,,,,,
91892,20046,0.020046,367568,0,5
,,,,,
66922,17283,0.017283,267688,0,5
,,,,,
25999,4870,0.00487,103996,0,5
,,,,,
73970,15674,0.015674,295880,0,5
,,,,,
25448,4881,0.004881,101792,0,5
,,,,,
88419,19010,0.01901,353676,0,5
,,,,,
71847,16955,0.016955,287388,0,5
,,,,,
32922,6786,0.006786,131688,0,5
,,,,,
72294,15720,0.01572,289176,0,5
,,,,,
71713,14854,0.014854,286852,0,5
,,,,,
16214,2943,0.002943,64856,0,5
,,,,,
35342,7052,0.007052,141368,0,5
,,,,,
11144,2025,0.002025,44576,0,5
,,,,,
76698,16153,0.016153,306792,0,5
,,,,,
78868,17062,0.017062,315472,0,5
,,,,,
26964,5193,0.005193,107856,0,5
,,,,,
61700,12811,0.012811,246800,0,5
,,,,,
77058,16236,0.016236,308232,0,5
,,,,,
34835,6622,0.006622,139340,0,5
,,,,,
66927,14395,0.014395,267708,0,5
,,,,,
20920,3984,0.003984,83680,0,5
,,,,,
54316,11398,0.011398,217264,0,5
,,,,,
80504,16652,0.016652,322016,0,5
,,,,,
13530,2531,0.002531,54120,0,5
,,,,,
79412,17555,0.017555,317648,0,5
,,,,,
23085,4373,0.004373,92340,0,5
,,,,,
71452,15264,0.015264,285808,0,5
,,,,,
37090,7390,0.00739,148360,0,5
,,,,,
18856,3517,0.003517,75424,0,5
,,,,,
91412,19161,0.019161,365648,0,5
,,,,,
99307,21703,0.021703,397228,0,5
,,,,,
16478,2998,0.002998,65912,0,5
,,,,,
93373,19555,0.019555,373492,0,5
,,,,,
37831,7273,0.007273,151324,0,5
,,,,,
53967,11069,0.011069,215868,0,5
,,,,,
71672,14840,0.01484,286688,0,5
,,,,,
31003,5971,0.005971,124012,0,5
,,,,,
66539,13503,0.013503,266156,0,5
,,,,,
56061,11574,0.011574,224244,0,5
,,,,,
79470,16825,0.016825,317880,0,5
,,,,,
74912,15778,0.015778,299648,0,5
,,,,,
73467,17240,0.01724,293868,0,5
,,,,,
98914,21612,0.021612,395656,0,5
,,,,,
61454,12716,0.012716,245816,0,5
,,,,,
18939,3460,0.00346,75756,0,5
,,,,,
60235,12639,0.012639,240940,0,5
,,,,,
35932,6972,0.006972,143728,0,5
,,,,,
64980,13762,0.013762,259920,0,5
,,,,,
16786,3166,0.003166,67144,0,5
,,,,,
65204,14032,0.014032,260816,0,5
,,,,,
35029,7131,0.007131,140116,0,5
,,,,,
58243,11901,0.011901,232972,0,5
,,,,,
86804,18921,0.018921,347216,0,5
,,,,,
37070,7349,0.007349,148280,0,5
,,,,,
70418,14883,0.014883,281672,0,5
,,,,,
13525,2561,0.002561,54100,0,5
,,,,,
86738,18467,0.018467,346952,0,5
,,,,,
46151,9720,0.00972,184604,0,5
,,,,,
71986,15277,0.015277,287944,0,5
,,,,,
86072,18606,0.018606,344288,0,5
,,,,,
17453,3295,0.003295,69812,0,5
,,,,,
53470,11440,0.01144,213880,0,5
,,,,,
55633,12329,0.012329,222532,0,5
,,,,,
66589,13974,0.013974,266356,0,5
,,,,,
46628,9413,0.009413,186512,0,5
,,,,,
62383,12758,0.012758,249532,0,5
,,,,,
17195,3250,0.00325,68780,0,5
,,,,,
35783,6933,0.006933,143132,0,5
,,,,,
90576,19523,0.019523,362304,0,5
,,,,,
33662,6579,0.006579,134648,0,5
,,,,,
40346,7893,0.007893,161384,0,5
,,,,,
34581,6760,0.00676,138324,0,5
,,,,,
74082,15780,0.01578,296328,0,5
,,,,,
10199,1802,0.001802,40796,0,5
,,,,,
92631,19585,0.019585,370524,0,5
,,,,,
95987,21003,0.021003,383948,0,5
,,,,,
28386,5773,0.005773,113544,0,5
,,,,,
54473,11538,0.011538,217892,0,5
,,,,,
55440,11397,0.011397,221760,0,5
,,,,,
67504,14338,0.014338,270016,0,5
,,,,,
15006,2950,0.00295,60024,0,5
,,,,,
97267,21299,0.021299,389068,0,5
,,,,,
11881,2187,0.002187,47524,0,5
,,,,,
50801,10324,0.010324,203204,0,5
,,,,,
93249,19865,0.019865,372996,0,5
,,,,,
81720,17681,0.017681,326880,0,5
,,,,,
49202,10096,0.010096,196808,0,5
,,,,,
86383,20108,0.020108,345532,0,5
,,,,,
48469,9715,0.009715,193876,0,5
,,,,,
82172,17697,0.017697,328688,0,5
,,,,,
31891,6062,0.006062,127564,0,5
,,,,,
68440,14177,0.014177,273760,0,5
,,,,,
91177,19180,0.01918,364708,0,5
,,,,,
58541,12204,0.012204,234164,0,5
,,,,,
64353,13214,0.013214,257412,0,5
,,,,,
18994,3677,0.003677,75976,0,5
,,,,,
41275,8068,0.008068,165100,0,5
,,,,,
68153,13137,0.013137,272612,0,6
,,,,,
74565,14533,0.014533,298260,0,6
,,,,,
38700,7172,0.007172,154800,0,6
,,,,,
56854,10961,0.010961,227416,0,6
,,,,,
31689,5454,0.005454,126756,0,6
,,,,,
76478,16254,0.016254,305912,0,6
,,,,,
87860,16914,0.016914,351440,0,6
,,,,,
26479,5072,0.005072,105916,0,6
,,,,,
84856,17926,0.017926,339424,0,6
,,,,,
53554,10205,0.010205,214216,0,6
,,,,,
85459,17980,0.01798,341836,0,6
,,,,,
93658,18214,0.018214,374632,0,6
,,,,,
29473,5181,0.005181,117892,0,6
,,,,,
47150,8596,0.008596,188600,0,6
,,,,,
71234,13617,0.013617,284936,0,6
,,,,,
17570,2939,0.002939,70280,0,6
,,,,,
