,,,,,
5932,23567,0.023567,23728,0,2
,,,,,
9480,59266,0.059266,37920,0,2
,,,,,
3757,9496,0.009496,15028,0,2
,,,,,
9237,56691,0.056691,36948,0,2
,,,,,
9446,57275,0.057275,37784,0,2
,,,,,
6956,31623,0.031623,27824,0,2
,,,,,
9741,61699,0.061699,38964,0,2
,,,,,
3269,6986,0.006986,13076,0,2
,,,,,
4290,12031,0.012031,17160,0,2
,,,,,
1312,1132,0.001132,5248,0,2
,,,,,
8037,42231,0.042231,32148,0,2
,,,,,
9703,62201,0.062201,38812,0,2
,,,,,
7144,32996,0.032996,28576,0,2
,,,,,
7293,34808,0.034808,29172,0,2
,,,,,
4012,10659,0.010659,16048,0,2
,,,,,
6397,26927,0.026927,25588,0,2
,,,,,
8074,42078,0.042078,32296,0,2
,,,,,
8968,53320,0.05332,35872,0,2
,,,,,
5783,21744,0.021744,23132,0,2
,,,,,
3173,6764,0.006764,12692,0,2
,,,,,
9538,60099,0.060099,38152,0,2
,,,,,
6289,25632,0.025632,25156,0,2
,,,,,
1902,2302,0.002302,7608,0,2
,,,,,
5373,18801,0.018801,21492,0,2
,,,,,
2200,3134,0.003134,8800,0,2
,,,,,
8710,49746,0.049746,34840,0,2
,,,,,
1242,1021,0.001021,4968,0,2
,,,,,
7092,34112,0.034112,28368,0,2
,,,,,
7420,34643,0.034643,29680,0,2
,,,,,
6016,23342,0.023342,24064,0,2
,,,,,
9475,58250,0.05825,37900,0,2
,,,,,
4723,14656,0.014656,18892,0,2
,,,,,
1831,2112,0.002112,7324,0,2
,,,,,
1134,806,0.000806,4536,0,2
,,,,,
3800,9498,0.009498,15200,0,2
,,,,,
3677,9051,0.009051,14708,0,2
,,,,,
9149,53423,0.053423,36596,0,2
,,,,,
1254,1047,0.001047,5016,0,2
,,,,,
2898,5767,0.005767,11592,0,2
,,,,,
7873,40308,0.040308,31492,0,2
,,,,,
2800,5079,0.005079,11200,0,2
,,,,,
244,45,4.5e-05,976,0,2
,,,,,
3080,6137,0.006137,12320,0,2
,,,,,
1365,1193,0.001193,5460,0,2
,,,,,
6274,29100,0.0291,25096,0,2
,,,,,
6668,29333,0.029333,26672,0,2
,,,,,
3042,5928,0.005928,12168,0,2
,,,,,
897,536,0.000536,3588,0,2
,,,,,
752,387,0.000387,3008,0,2
,,,,,
10005,66058,0.066058,40020,0,2
,,,,,
2747,5382,0.005382,10988,0,2
,,,,,
5018,23488,0.023488,20072,0,2
,,,,,
6384,31811,0.031811,25536,0,2
,,,,,
6354,30581,0.030581,25416,0,2
,,,,,
8299,52962,0.052962,33196,0,2
,,,,,
3383,8980,0.00898,13532,0,2
,,,,,
5538,24342,0.024342,22152,0,2
,,,,,
4650,14776,0.014776,18600,0,2
,,,,,
1960,2488,0.002488,7840,0,2
,,,,,
4448,12848,0.012848,17792,0,2
,,,,,
8724,48541,0.048541,34896,0,2
,,,,,
8810,49732,0.049732,35240,0,2
,,,,,
186,26,2.6e-05,744,0,2
,,,,,
7508,36328,0.036328,30032,0,2
,,,,,
7564,37119,0.037119,30256,0,2
,,,,,
795,427,0.000427,3180,0,2
,,,,,
495,174,0.000174,1980,0,2
,,,,,
1779,2134,0.002134,7116,0,2
,,,,,
6708,29272,0.029272,26832,0,2
,,,,,
4722,14338,0.014338,18888,0,2
,,,,,
2505,3939,0.003939,10020,0,2
,,,,,
854,496,0.000496,3416,0,2
,,,,,
9633,59691,0.059691,38532,0,2
,,,,,
8604,46991,0.046991,34416,0,2
,,,,,
4415,12847,0.012847,17660,0,2
,,,,,
4086,10537,0.010537,16344,0,2
,,,,,
4923,15617,0.015617,19692,0,2
,,,,,
6850,30465,0.030465,27400,0,2
,,,,,
1633,1711,0.001711,6532,0,2
,,,,,
2559,4193,0.004193,10236,0,2
,,,,,
6352,25313,0.025313,25408,0,2
,,,,,
4929,15444,0.015444,19716,0,2
,,,,,
2694,4605,0.004605,10776,0,2
,,,,,
3478,7673,0.007673,13912,0,2
,,,,,
9619,59036,0.059036,38476,0,2
,,,,,
452,125,0.000125,1808,0,2
,,,,,
9055,53055,0.053055,36220,0,2
,,,,,
6983,30776,0.030776,27932,0,2
,,,,,
7945,39629,0.039629,31780,0,2
,,,,,
5108,16734,0.016734,20432,0,2
,,,,,
6149,23760,0.02376,24596,0,2
,,,,,
8024,41325,0.041325,32096,0,2
,,,,,
1185,915,0.000915,4740,0,2
,,,,,
5461,19203,0.019203,21844,0,2
,,,,,
1620,1749,0.001749,6480,0,2
,,,,,
3420,7494,0.007494,13680,0,2
,,,,,
5990,22615,0.022615,23960,0,2
,,,,,
4508,13040,0.01304,18032,0,2
,,,,,
9177,54245,0.054245,36708,0,2
,,,,,
4757,14172,0.014172,19028,0,2
,,,,,
8395,1332,0.001332,33580,0,8
,,,,,
8198,1343,0.001343,32792,0,8
,,,,,
7567,1207,0.001207,30268,0,8
,,,,,
7112,1058,0.001058,28448,0,8
,,,,,
8682,1438,0.001438,34728,0,8
,,,,,
7506,1208,0.001208,30024,0,8
,,,,,
629,81,8.1e-05,2516,0,8
,,,,,
567,67,6.7e-05,2268,0,8
,,,,,
6504,1028,0.001028,26016,0,8
,,,,,
4731,742,0.000742,18924,0,8
,,,,,
2422,392,0.000392,9688,0,8
,,,,,
9604,1546,0.001546,38416,0,8
,,,,,
8940,1423,0.001423,35760,0,8
,,,,,
8410,1403,0.001403,33640,0,8
,,,,,
7667,1183,0.001183,30668,0,8
,,,,,
6191,914,0.000914,24764,0,8
,,,,,
3859,620,0.00062,15436,0,8
,,,,,
